title,company,location,description,created
Lead Data Analyst,Langham Recruitment,"Rusholme, Manchester","Lead Data Analyst  Research & Insights | EdTech | 50,000  60,000 | Remote 4-day work week available (pro-rated) Join a well-established, award-winning EdTech company building engaging, maths-based learning products used by millions of children worldwide. This is a hands-on role analysing product, user, and business data to generate insights that shape decision-making. Youll uncover how learners engage with digital platforms, identify behavioural patterns, and influence product development ",2026-05-20 13:19:03+00:00
Lead Data Analyst,Langham Recruitment,"Elstow, Bedford","Lead Data Analyst  Research & Insights | EdTech | 50,000  60,000 Hybrid (Bedford) or Remote options 4-day work week available (pro-rated) Join a well-established, award-winning EdTech company building engaging, maths-based learning products used by millions of children worldwide. This is a hands-on role analysing product, user, and business data to generate insights that shape decision-making. Youll uncover how learners engage with digital platforms, identify behavioural patterns, and infl",2026-05-19 13:06:21+00:00
Senior Data Analyst,Trade Recruit,"Thorney, Peterborough","Senior Data Analyst Peterborough (Office-based) Role: Type: Full-time, Permanent Salary: 50,000 Drive Decisions in a 25M Business Trade Mastermind & Valente Consulting are recruiting a Senior Data Analyst / Data & Insights Manager to take ownership of the entire data and insights function across a fast-growing 25M education and business services group. This is not a standard reporting role. You will work at the centre of the business, turning complex data into clear, actionable insights that",2026-05-20 19:21:33+00:00
Data Analyst,Trinity School,UK,"Are you passionate about turning data into meaningful insight? As our Data Analyst, youll play a vital role in shaping how we use data to drive engagement and unlock new opportunities. Youll be responsible for maintaining high-quality, accurate data and bringing it to life through insightful analysis. Working closely with the Development and Alumni Office, youll help deepen connections with our former students and spot new fundraising possibilities. This is a role where your contribution tru",2026-06-05 17:01:13+00:00
Data Analyst - Customer & Product Analytics,Randstad Technologies Recruitment,"Rusholme, Manchester","Job Title: Data Analyst - Customer & Product Analytics Location: Manchester (2 days in Office Contract: 6 Months (Extension Likely) Payrate: 50 - 66 Per Hour About the Role We are partnering with a leading global digital platform in the travel and mobility space, looking for a Data Analyst to join their Customer & Product Analytics team. This role sits within a fast-growing business unit focused on enhancing end-to-end travel experiences, including areas such as ride-hailing, rail, and airpor",2026-06-09 01:26:19+00:00
Senior Business Analyst,RiverStone International,UK,"Description The Senior Business Analyst analyzes and documents end-to-end business processes across Riverstone Internationals operations, partnering with stakeholders to identify and implement process improvements. The role leads the assessment, validation, and documentation of operating models for new acquisitions and change initiatives, maintaining a comprehensive view of key processes to generate actionable business insights. Additionally, the Senior Business Analyst drives the continuous i",2026-06-11 12:59:06+00:00
Data Analyst - Programme,Scottish Water,"Stepps, North Lanarkshire","Together we are Trusted to Serve Scotland. Data Analyst  Programme Assurance Team Do you enjoy turning data into clear insight that supports better decisions? Are you motivated by improving data quality, confidence and transparency? If youre passionate about using data to shape investment decisions and deliver value for customers, this could be the role for you. At Scottish Water, we provide essential water and wastewater services to communities across Scotland, 24 hours a day, 365 days a yea",2026-06-11 17:01:13+00:00
Senior Data Analyst,Trade Mastermind,"Peterborough, Eastern England","Job Description: Drive the Decisions Behind a Multi-Million-Pound Business Trade Mastermind & Valente Consulting are looking for an exceptional Senior Data Analyst / Data & Insights Manager to take ownership of the entire data and insights function across a rapidly scaling 25M education and business services group. This is not a standard reporting role. Youll sit at the heart of the business, transforming complex data into commercial strategy, growth opportunities, and high-impact decision-mak",2026-05-15 02:32:10+00:00
Trainee Data Analyst No experience needed,IT Online Learning,UK,"Trainee Data Analyst No experience needed This is a self-funded training programme, and fees do apply. Trainee Data Analyst 30,00065,000 Job Programme This is a self-funded programme that leads to employment, fees apply. Job Guarantee Complete the programme and get a job, or get your course fees back. IMPORTANT: *Please note: this is a self-funded programme costing around 150 per month. If this is not feasible, please do not apply. Looking to start a career in Data Analysis? We are offering ",2026-06-09 19:55:22+00:00
Data Analyst Project Intern (TikTok Shop EMEA Data Science) - 2026 Start (BS\/MS\uff09,TikTok,"London, UK","The Data Science team is a global, full-stack data team that plays an important role in empowering and driving the growth of TikTok Shop. Through impactful data insights and data products, the team focuses on areas such as metrics development, product, operation, algorithm improvement, data infrastructure, and data product development. The team enables informed decision-making and helps optimize the performance and effectiveness of TikTok Shop.As a project intern, you will have the opportunity ",2026-03-31 01:05:22+00:00
Data Analyst Project Intern (TikTok Shop - EMEA Data Science) - 2026 Start (BS\/MS\uff09,TikTok,"London, UK","The Data Science team is a global, full-stack data team that plays an important role in empowering and driving the growth of TikTok Shop. Through impactful data insights and data products, the team focuses on areas such as metrics development, product, operation, algorithm improvement, data infrastructure, and data product development. The team enables informed decision-making and helps optimize the performance and effectiveness of TikTok Shop.As a project intern, you will have the opportunity ",2026-05-27 02:10:52+00:00
Data Analyst,CDP Global,"Fenchurch St, Central London","Title - Data Analyst Location - London Salary - 32,157 - 40,197 About CDP: CDP is a global non-profit that runs the worlds only independent environmental disclosure system. As the founder of environmental reporting, we believe in transparency and the power of data to drive change. Partnering with leaders in enterprise, capital, policy and science, we surface the information needed to enable Earth-positive decisions. We helped more than 24,800 companies and almost 1,000 cities, states and reg",2026-06-01 21:37:06+00:00
Associate Data Analyst,CDP Global,"Fenchurch St, Central London","Title - Associate Data Analyst Location - London Salary - 27,265 - 34,082 About CDP: CDP is a global non-profit that runs the worlds only independent environmental disclosure system. As the founder of environmental reporting, we believe in transparency and the power of data to drive change. Partnering with leaders in enterprise, capital, policy and science, we surface the information needed to enable Earth-positive decisions. We helped more than 24,800 companies and almost 1,000 cities, stat",2026-06-01 21:45:10+00:00
Data Analyst - Programme,Scottish Water,"Scotland, UK","Together we are Trusted to Serve Scotland. Data Analyst  Programme Assurance Team Do you enjoy turning data into clear insight that supports better decisions? Are you motivated by improving data quality, confidence and transparency? If youre passionate about using data to shape investment decisions and deliver value for customers, this could be the role for you. At Scottish Water, we provide essential water and wastewater services to communities across Scotland, 24 hours a day, 365 days a",2026-06-11 21:22:39+00:00
Data Analyst,SMG,"Leeds, West Yorkshire","Location: Hybrid - 3 days per week in our Leeds office Salary: From 33,000  10% discretionary bonus About the Role We are looking for a Data Analyst (internally titled Senior Insight Executive) to join our agency partnership with LS Eleven (LS11) based in Leeds. In this role, you will play a key part in ensuring data is accurate, accessible, and ready for analysis, supporting campaign evaluation and client delivery. You will work closely with both Insights and Engineering teams to transform bu",2026-05-13 21:53:47+00:00
Business Analyst,Springer Nature,"London, UK","Business Analyst About Springer Nature Springer Nature opens the doors to discovery for researchers, educators, clinicians and other professionals. Every day, around the globe, our imprints, books, journals, platforms and technology solutions reach millions of people. For over 180 years our brands and imprints have been a trusted source of knowledge to these communities and today, more than ever, we see it as our responsibility to ensure that fundamental knowledge can be found, verified, unders",2026-05-31 10:39:47+00:00
Data Analyst,Betway Group,"St Pancras, Central London","On average it takes 5 minutes to apply for this role. Kick-start your career in the online gaming world and experience the very latest in technology and innovation. Do you see yourself as one of those out-of-the-box thinkers, Technical masterminds, Outstanding creatives, or Mind-boggling number crunchers? If so, we want to welcome you to the Betway family and celebrate what makes you unique! Our global customer base is exploding and we need your skills to support us on this exciting jou",2026-06-11 13:07:21+00:00
