title,company,location,description,created
Global Reporting & Analytics Analyst (ENTRY LEVEL),LG Ad Solutions,"London, UK","NOTE: This is an entry level position that does not require previous professional experience. About LG Ad Solutions: LG Ad Solutions is on a mission to make TV an even better advertising medium for brands, agencies, networks, and most importantly, consumers. The Opportunity: We are growing rapidly and looking for a Global Reporting & Analytics Analyst to join our team. Global Reporting & Analytics Analysts at LG Ad Solutions work on a range of domains spanning Digital Campaign Management, Produ",2026-06-11 13:08:23+00:00
Reporting and Data Analyst (Tableau),Safran,"Wolverhampton, West Midlands","Reporting and Data Analyst (Tableau) Vacancy details General information Entity Safran is an international high-technology group, operating in the aviation (propulsion, equipment and interiors), defense and space markets. Its core purpose is to contribute to a safer, more sustainable world, where air transport is more environmentally friendly, comfortable and accessible. Safran has a global presence, with 100,000 employees and sales of 27.3 billion euros in 2024, and holds, alone or in partners",2026-04-03 23:05:11+00:00
Trade & Transaction Reporting Business Analyst / Project Manager,Capco,"London, UK","Trade & Transaction Reporting  Business Analyst / Project Manager Location: London (Hybrid) | Practice Area : FRRF  Financial Crime, Risk, Regulation & Finance Transformation | Type: Permanent Drive regulatory clarity and control across global reporting regimes The Role Capco is seeking Business Analysts and Project Managers to join our FRRF practice, with a focus on trade and transaction reporting transformation. Youll help financial institutions deliver reporting programmes across regimes ",2026-04-18 11:24:28+00:00
Trade & Transaction Reporting Business Analyst / Project Manager,Capco,"Glasgow, Scotland","Trade & Transaction Reporting  Business Analyst / Project Manager Location: Glasgow & Edinburgh (Hybrid) | Practice Area : FRRF  Financial Crime, Risk, Regulation & Finance Transformation | Type: Permanent Drive regulatory clarity and control across global reporting regimes The Role Capco is seeking Business Analysts and Project Managers to join our FRRF practice, with a focus on trade and transaction reporting transformation. Youll help financial institutions deliver reporting programmes ac",2026-04-18 11:15:50+00:00
Trade and Transaction Reporting Business Analyst / Project Manager,Capco,"Edinburgh, Scotland","Trade & Transaction Reporting Consultant  Business Analyst / Project Manager Location: London (Hybrid) | Practice Area : FRRF  Financial Crime, Risk, Regulation & Finance Transformation | Type: Permanent Drive regulatory clarity and control across global reporting regimes The Role Capco is seeking Business Analysts and Project Managers to join our FRRF practice, with a focus on trade and transaction reporting transformation. Youll help financial institutions deliver reporting programmes acro",2026-02-22 20:12:59+00:00
Business Analyst - Client Reporting - Asset Management - Bonhill Partners,Bonhill Partners,"London, UK","We are seeking an experienced Business Analyst to support change initiatives across Client Reporting, regulatory disclosures, and financial data within an asset management business. You will work closely with business and technology stakeholders to define requirements, improve processes, and deliver solutions that enhance reporting quality, data governance, and operational efficiency. Key Responsibilities: Gather and document business and technical requirements through stakeholder engagement, w",2026-05-20 18:51:55+00:00
Technical Business Analyst (Data & Reporting),Hireful,"Manchester, Greater Manchester","Join this fast-growing B-Corp Financial services company and help shape the future of data, reporting and financial inclusivity. We're looking for an experienced Senior Data Business Analyst (Data & Reporting), but this role will also suit candidates from Data Business Analyst, BI Business Analyst, Data Warehouse Business Analyst or Data Solutions Analyst backgrounds, who have worked as the intersection of business stakeholders, SMEs and technical delivery teams. In this role, you'll translate ",2026-05-27 18:42:01+00:00
Data Governance Analyst - EUC Reporting,Adecco,"Farringdon, Central London","Data Governance Analyst - EUC Reporting - London | Hybrid  6-Month Contract  Inside IR35 My Client, a leading investment bank is looking for an experienced Analytics Governance Analyst to join their growing Data Office as part of a major regulatory transformation programme. This is a high-impact role focused on strengthening reporting governance, controls, and compliance, with particular emphasis on BCBS239 requirements and improving oversight of EUC (End User Computing) reporting environments.",2026-05-20 21:11:00+00:00
Data Governance Analyst - EUC Reporting,Adecco,"London, UK","Data Governance Analyst - EUC Reporting - London | Hybrid 6-Month Contract Inside IR35 My Client, a leading investment bank is looking for an experienced Analytics Governance Analyst to join their growing Data Office as part of a major regulatory transformation programme. This is a high-impact role focused on strengthening reporting governance, controls, and compliance, with particular emphasis on BCBS239 requirements and improving oversight of EUC (End User Computing) reporting environments. K",2026-05-20 20:36:13+00:00
Senior Insights Analyst,Understanding Recruitment,"Burford, Oxfordshire","Senior Insights Analyst 36,000 - 41,000 Oxford (Hybrid) I'm currently working with a national charity looking to hire a Senior Insights Analyst to join their growing Data & Insights function and play a key role in helping the organisation become increasingly data-driven. This role will sit within a highly collaborative Data & Insights team, delivering reporting, analysis and actionable insights to stakeholders across fundraising, communications, operations and senior leadership. The successfu",2026-06-11 23:45:53+00:00
Senior Business Analyst - MiFID II Transaction Reporting,G MASS,"London, UK","G MASS Consulting is engaged by a hedge fund to identify a specialist Business Analyst to support a business-critical Bloomberg-to-Aladdin platform migration. The primary mandate is to stabilise MiFID II transaction reporting processes ahead of a September go-live, ensuring the full reporting chain - from trade capture through ARM submission to FCA output - is robust, accurate, and audit-ready. This is not a generalist BA engagement. The client requires a hands-on transaction reporting speciali",2026-05-11 12:53:35+00:00
Data Analyst,MCS Group,"Belfast, Northern Ireland","Data Analyst Belfast - Hybrid (3 Days Office / 2 Days Home) Competitive Salary  Bonus  Excellent Benefits The Opportunity MCS Group are delighted to be partnering with a leading organisation operating within Northern Ireland's energy sector as they seek to appoint a Data Analyst to join their team. This is an exciting opportunity to join an organisation at the heart of Northern Ireland's energy transition. Significant investment is taking place across the organisation, creating a range of innov",2026-06-12 20:16:55+00:00
Data Analyst - Morgan McKinley,Morgan McKinley,"Milton Keynes, Buckinghamshire","Morgan McKinley Northern Home Counties are representing a growing business that is undergoing an exciting period of transformation and investment in its data and reporting capabilities. They are seeking a Data Analyst to join their expanding team, supporting stakeholders across the organisation by delivering meaningful insights, improving reporting processes, and driving data-led decision-making. Reporting into the Finance team you will play a key role in delivering high-quality reporting, supp",2026-06-03 15:49:12+00:00
Data Analyst,Elevation Recruitment Group,"Leeds, West Yorkshire","Data Analyst Location: West Yorkshire / Leeds (Hybrid Working) Salary: 45,000 - 54,000  Bonus  Excellent Benefits Are you a Data Analyst who enjoys turning complex data into meaningful business insight? We're supporting a major Yorkshire-based organisation as they continue to invest in their data and reporting capabilities. As part of an ongoing transformation programme, they're looking to appoint a Data Analyst to help drive smarter decision-making through improved analytics, reporting and v",2026-06-01 15:57:49+00:00
Data Analyst – Public Health,AWD online,"Wokingham, Berkshire","Data Analyst  Public Health Join a proactive public health team as a Data Analyst, using data analysis, Power BI, SQL, Excel and population health insight to improve outcomes and reduce health inequalities. If youve also worked in the following roles, wed also like to hear from you: Public Health Analyst, Reporting Analyst, Insight Analyst, Population Health Analyst, Health Intelligence Analyst, Power BI Analyst, Performance Analyst This job is officially known within the organisation as a P",2026-06-10 15:39:17+00:00
Data Analyst,Niyaa People Ltd,"Solihull, West Midlands","Join a well-established Housing organisation in a rewarding Data Analyst role where your analytical skills can directly support service improvement and better customer outcomes. This Data Analyst position offers the opportunity to work within a collaborative Business Intelligence team, delivering meaningful reporting, insights, and data analysis to support evidence-led decision making across the organisation. The role offers hybrid working based from Endeavour House. Youll be responsible for d",2026-05-22 13:30:11+00:00
Data Analyst,Niyaa People Ltd,"Birmingham, West Midlands","Join a well-established Housing organisation in a rewarding Data Analyst role where your analytical skills can directly support service improvement and better customer outcomes. This Data Analyst position offers the opportunity to work within a collaborative Business Intelligence team, delivering meaningful reporting, insights, and data analysis to support evidence-led decision making across the organisation. The role offers hybrid working based from Endeavour House. Youll be responsible for de",2026-05-22 18:43:47+00:00
Data Analyst,Service Care Solutions,"Solihull, West Midlands","Job Title: Data Analyst Location: Solihull B37  Hybrid Contract: 12-Month Fixed-Term Contract Hours: Full time (37 hours per week) Salary: 34,000 About the Role: We are working with a well-established organisation to recruit a Data Analyst on a 12-month fixed-term contract to cover maternity leave. This is an excellent opportunity for a data-driven professional who enjoys turning complex data into meaningful insight that supports business performance, decision-making and service improvement. ",2026-05-24 01:37:34+00:00
Data Analyst,Morgan McKinley ,"Crownhill, Milton Keynes","Morgan McKinley Northern Home Counties are representing a growing business that is undergoing an exciting period of transformation and investment in its data and reporting capabilities. They are seeking a Data Analyst to join their expanding team, supporting stakeholders across the organisation by delivering meaningful insights, improving reporting processes, and driving data-led decision-making. Reporting into the Finance team you will play a key role in delivering high-quality reporting, supp",2026-06-01 20:39:54+00:00
Data Analyst,SF Partners,"Rusholme, Manchester","Data Analyst Manchester City Centre (Hybrid - 2 Days Per Week) 35,000 - 45,000  Benefits SF Technology are recruiting for a Data Analyst on behalf of an established UK organisation investing in the growth of its data and reporting capabilities. This is an opportunity for a Data Analyst with strong Power BI experience to join a growing team and play a key role in developing reporting solutions, improving data quality and delivering meaningful business insights. Working closely with stakeholder",2026-05-29 15:55:51+00:00
Data Analyst,SF Partners Admin,"Manchester, Greater Manchester","Data Analyst Manchester City Centre (Hybrid - 2 Days Per Week) 35,000 - 45,000  Benefits SF Technology are recruiting for a Data Analyst on behalf of an established UK organisation investing in the growth of its data and reporting capabilities. This is an opportunity for a Data Analyst with strong Power BI experience to join a growing team and play a key role in developing reporting solutions, improving data quality and delivering meaningful business insights. Working closely with stakeholder",2026-05-29 18:49:55+00:00
Senior Insights Analyst,Understanding Recruitment,"Bampton, Oxfordshire","Senior Insights Analyst 36,000 - 41,000 Oxford (Hybrid) I'm currently working with a national charity looking to hire a Senior Insights Analyst to join their growing Data & Insights function and play a key role in helping the organisation become increasingly data-driven. This role will sit within a highly collaborative Data & Insights team, delivering reporting, analysis and actionable insights to stakeholders across fundraising, communications, operations and senior leadership. The successfu",2026-06-12 04:04:31+00:00
BI Analyst,Searchstone Ltd,"Central London, London","Operational Data & BI Analyst Hybrid Working | 50K - 55K  Benefits - 2 days a week in We're looking for an experienced Operational Data & BI Analyst to join a growing organisation and play a key role in transforming operational data into meaningful business insight. Working closely with operational, commercial, technical, and delivery teams, you'll develop reporting, dashboards, and forecasting models that drive performance, support decision-making, and identify opportunities for continuous i",2026-06-05 19:53:05+00:00
Data Analyst,Barchester Healthcare,UK,"Learning & Development Data Analyst At Barchester Healthcare, we are committed to developing our people and creating a culture of continuous learning across our organisation. We are looking for a Learning & Development Data Analyst to join our L&D team and play a key role in ensuring the accuracy, integrity, and effectiveness of our learning data and reporting. This is an exciting opportunity for someone with strong analytical skills and a passion for data to help shape reporting processes, ide",2026-05-20 04:50:07+00:00
Data Analyst,Dawsongroup,"Linthorpe, Middlesbrough","About this Role Are you an experienced Data Analyst, Business Intelligence Analyst, Reporting Analyst or Commercial Analyst looking for your next challenge? Our Data Analyst role within Dawsongroup Vans offers the opportunity to shape how data drives decision making across fleet operations, finance, asset management and commercial performance. Working closely with senior stakeholders, you'll transform complex data into meaningful insights that support smarter asset strategies, improve performan",2026-06-05 21:29:08+00:00
Data Analyst – Public Health,AWD Online,"Wokingham, Berkshire","Data Analyst  Public Health Join a proactive public health team as a Data Analyst, using data analysis, Power BI, SQL, Excel and population health insight to improve outcomes and reduce health inequalities. If youve also worked in the following roles, wed also like to hear from you: Public Health Analyst, Reporting Analyst, Insight Analyst, Population Health Analyst, Health Intelligence Analyst, Power BI Analyst, Performance Analyst This job is officially known within the organisation as a P",2026-06-10 13:05:39+00:00
Data Analyst Public Health,AWD online,"Wokingham, Berkshire","Data Analyst Public Health Join a proactive public health team as a Data Analyst, using data analysis, Power BI, SQL, Excel and population health insight to improve outcomes and reduce health inequalities. If youve also worked in the following roles, wed also like to hear from you: Public Health Analyst, Reporting Analyst, Insight Analyst, Population Health Analyst, Health Intelligence Analyst, Power BI Analyst, Performance Analyst This job is officially known within the organisation as a Publi",2026-06-10 19:55:49+00:00
Research & Data Insight Analyst,AWD online,"Coventry, West Midlands","Research & Data Insight Analyst An exciting opportunity for a Research & Data Insight Analyst with experience in data analysis, qualitative and quantitative research, market research and stakeholder engagement to support evidence-based decision making within a student-focused organisation. If youve also worked in the following roles, wed also like to hear from you: Data & Insight Analyst, Research Analyst, Researcher, Customer Insight Analyst, Student Insight Analyst, Business Intelligence An",2026-05-18 20:24:28+00:00
Research & Data Insight Analyst,AWD RECRUITMENT LTD,"Coventry, West Midlands","Research & Data Insight Analyst An exciting opportunity for a Research & Data Insight Analyst with experience in data analysis, qualitative and quantitative research, market research and stakeholder engagement to support evidence-based decision making within a student-focused organisation. If youve also worked in the following roles, wed also like to hear from you: Data & Insight Analyst, Research Analyst, Researcher, Customer Insight Analyst, Student Insight Analyst, Business Intelligence An",2026-05-19 06:38:12+00:00
Business Analyst,Irwin M&E Limited,"Craigavon, Northern Ireland","Position: Business Analyst Department: IT Reporting to: IT Systems Manager Status of post: Full-Time Permanent Salary: Remuneration Package will be competitive and in line with experience Location: Portadown Job Role The Business Analyst role will have a strong focus on ERP and IT systems, the candidate will also be responsible for in depth process mapping and operational reviews on all departments to help ensure business processes are running as smoothly as possible. As well as this the succes",2026-06-12 15:33:03+00:00
Data Analyst,Pertemps Leicester,"Leicester, Leicestershire","Data Analyst Leicester (Hybrid working available) 3 Month Contract Full Time Hours, Monday to Friday Up to 400 per day Were recruiting for an experienced Data Analyst to join a fast-paced Leicester based company on a 3-month contract. This Data Analyst role is ideal for someone who enjoys working with high-volume data, identifying trends, and turning insight into meaningful operational improvements.This Data Analyst position will focus on real-time monitoring, forecasting and analysing custom",2026-06-11 23:50:15+00:00
Data Analyst,JOB SWITCH LTD,"Ilford, Essex","About the Role Data Analyst The London Borough of Redbridge is delivering an ambitious Modernisation Programme in the context of Exceptional Financial Support (EFS), designed to reshape services, reduce costs and improve outcomes for residents. We are seeking a highly capable Performance & Insight Analyst to provide embedded analytical expertise across the modernisation portfolio. This is a fast-paced, programme-facing role focused on transforming complex data into clear, decision-ready insight",2026-06-03 17:22:12+00:00
Senior Data Analyst,Consilio,"St Lukes, Central London","The Senior Data Analyst will lead the design and delivery of advanced analytics solutions that drive strategic decision-making and operational efficiency. This role requires strong technical expertise, business acumen, and stakeholder engagement skills to transform complex data into actionable insights. This is a fully remote role, based in the UK. Create reports by analysing data from multiple sources for various stakeholders Lead the development of dashboards, reports, and data models to supp",2026-04-28 17:56:35+00:00
BI Analyst (12 Month FTC),Harnham - Data & Analytics Recruitment,"London, UK","BI ANALYST (12 MONTH FTC) LONDON/HYBRID UP TO 56,000 This is a highly visible Data & Business Intelligence Analyst role within a purpose-led, data-driven organisation. It offers the opportunity to work at the intersection of business and technology, helping shape how data is governed, structured, and used to support critical decision-making and regulatory reporting. ROLES AND RESPONSIBILITIES: The BI Analyst will: Gather, analyse, and document business and technical requirements across multipl",2026-06-05 19:25:46+00:00
BI BA – Business Analyst with Business Intelligence (IT),Nexus Jobs Limited,UK,BI BA ? Business Analyst with Business Intelligence Our Client is a leader in the pharmaceutical world globally. They are looking to recruit a BI Business Analyst with at least 5 to 10 years proven expertise. This role will be working very closely with the finance division and therefore requires you to have very good understanding of the processes within the finance division particularly in manufacturing. You will be responsible for producing financial reports as a BI Business Analyst. Power BI,2026-02-25 15:44:22+00:00
Information Analyst,Cognitive Credit,"Victoria, South West London","Information Analyst, Financial Technology - Cognitive Credit Location: United Kingdom (Hybrid/Remote) Cognitive Credit is the fastest growing specialist credit data provider across the US, UK & Europe. We are a financial technology company that works with the worlds largest investment banks, asset managers, and hedge funds. We are looking for an entry level Information Analyst focused on document management. The Information Analyst will be responsible for maintaining a range of financial repor",2026-03-11 21:24:24+00:00
Information Analyst,Cognitive Credit,UK,"Information Analyst, Financial Technology - Cognitive Credit Location: United Kingdom (Hybrid/Remote) Cognitive Credit is the fastest growing specialist credit data provider across the US, UK & Europe. We are a financial technology company that works with the worlds largest investment banks, asset managers, and hedge funds. We are looking for an entry level Information Analyst focused on document management. The Information Analyst will be responsible for maintaining a range of financial repor",2026-03-11 10:00:41+00:00
Accounts Data Analysis Assistant,Searchability  Ltd,"Kidderminster, Worcestershire","Accounts Data Analysis Assistant Salary: 28,000  potential extension Location: Worcestershire (Fully Office Based) Contract: Initial 6-Month Contract Hours: 37.5 Hours Per Week Our client is a growing technology services business looking to appoint an Accounts Data Analysis Assistant to join their team on an initial 6-month contract due to increased workload. This is a fantastic opportunity for someone who enjoys working with data and Excel but also wants to retain exposure to core finance pro",2026-06-04 08:31:17+00:00
First Team Performance Analyst,EFL,"Hayes, Bromley","First Team Performance Analyst Job Title : First Team Performance Analyst Reports to : Head of Performance Analysis & First Team Management Location: Bromley Football Club Salary : Competitive Hours of Work : Full-Time Start Date: 6th July 2026 Purpose : To support the delivery of high quality, innovative performance analysis to the First Team, contributing to the clubs transition and competitiveness in EFL League One. The role will provide tactical, technical and data-driven insights across a",2026-06-12 13:37:14+00:00
Business Intelligence Analyst,Lightfoot,"Exeter, Devon","About the role Lightfoot turns vast volumes of in-vehicle telemetry into products that change driver behaviour and cut emissions and cost for the fleets we serve. The BI Analyst keeps our reporting and analytics flowing  building clear, engaging dashboards and answering the business's data questions, with a particular focus on Insight Hub, our customer-facing data platform. This is a hands-on, delivery-focused role for someone strong in Power BI, SQL and Python who enjoys turning data into dec",2026-06-11 11:54:50+00:00
Operational Performance Analyst,Robert Walters,"Birmingham, West Midlands","Operational Performance Analyst Remote40,000 to 45,000 per annumPermanent This is an exciting opportunity for an Operational Performance Analyst to join a key client on a remote basis, offering you the chance to make a meaningful impact on operational efficiency and effectiveness across multiple regions. You will be at the heart of driving operational excellence by delivering timely reports, insightful analyses, and practical recommendations that empower teams across the organisation. Operati",2026-05-27 19:43:44+00:00
Data Analyst,Pro Contract Jobs Ltd,"Sheffield, South Yorkshire","2-3 days p/week in Sheffield 6-month rolling contract Inside IR35 We're seeking a Data Analyst to measure and report operational resilience maturity and systemic risk across a large enterprise environment. Key Responsibilities: Design and maintain resilience KPIs and KRIs aligned to key outcomes Integrate and analyse data from incident, change, observability, and service management platforms Identify trends, risks, and improvement opportunities across the estate Produce executive dashboards and",2026-05-28 18:46:36+00:00
Data Analyst Intern - Competency Management,GE Vernova,"Stafford, Staffordshire","Job Description Summary As a Data Analyst Intern reporting to the Chief Engineers Office, you will play a crucial role in analysing data to support competency development within the Engineering and Technology function at Grid Solutions. Your primary responsibilities will include using tools like Excel, Python, and Tableau to gather, analyse, and visualise data, helping the organisation identify skill gaps and improve engineering performance. Additionally, you will assist in creating reports an",2026-06-07 16:58:59+00:00
Data analyst,Randstad Delivery,"Pampisford, Cambridge","Job Description: Business Change Analyst (Data Warehouse & Reporting) Contract:5 months Role Overview We are seeking a Business Change Analyst to support the delivery of a new enterprise data warehouse solution. The role will focus on gathering and documenting incoming data requirements, analysing business reporting needs, and ensuring alignment between business stakeholders, data teams, and technology delivery teams. The successful candidate will play a key role in translating business require",2026-05-21 19:15:29+00:00
Data analyst,Randstad Delivery ,"Cambridge, Cambridgeshire","Job Description: Business Change Analyst (Data Warehouse & Reporting) Contract:5 months Role Overview We are seeking a Business Change Analyst to support the delivery of a new enterprise data warehouse solution. The role will focus on gathering and documenting incoming data requirements, analysing business reporting needs, and ensuring alignment between business stakeholders, data teams, and technology delivery teams. The successful candidate will play a key role in translating business require",2026-05-21 20:38:25+00:00
Microsoft Incentives Data Analyst,Bytes,"Fetcham, Leatherhead","POSITION DETAILS: Position Title: Microsoft Incentives Analyst Reports to (POSITION): Microsoft Incentives Manager Team: Microsoft Incentives team Department: Hyperscaler Programmes and Alliances Grade (If Applicable): - PURPOSE OF JOB: (OVERALL DESCRIPTION OF THE POST WITHIN THE TEAM AND ORGANISATION) The Microsoft Incentives Analyst is an analytical role that works as part of the Incentives team, with the purpose of calculating and reconciling Incentives earned, across various Microsoft Incen",2026-05-23 13:27:45+00:00
Senior Data & Insight Analyst,Gedu Global,"London, UK","Description Department: Data and Information Location: London (Greenford, West London OR Stratford, East London), or Manchester, or Leeds campus Type of Contract: Permanent Working Pattern: Full Time - 40hrs Per Week Salary Information: Competitive GBS is a higher education provider offering a range of sector-relevant courses across ten campuses in London, Birmingham, Leeds and Manchester. Working in partnership with several of the UKs leading higher education providers, we deliver vocational,",2026-06-03 10:26:53+00:00
Graduate Analyst - Food Industry,Graduate Recruitment Bureau,"Slough, Berkshire","Graduate Commercial Analyst Opportunity - Hybrid, 30k This large multinational food supplier is looking to hire their next category analyst into their diverse buying team. The business supply foodstuffs ranging from fresh to frozen and everything in between to both the private and public sectors. With over 60,000 customers, they have an impressive, multi-billion pound turnover and a company focus on sustainability and improving their ESG strategies. Graduate Category Analyst - Slough - ASAP St",2026-06-06 21:04:52+00:00
Accounts Data Analysis Assistant,Hirecracker,"Worcestershire, West Midlands","Accounts Data Analysis Assistant Salary: 28,000  potential extension Location: Worcestershire (Fully Office Based) Contract: Initial 6-Month Contract Hours: 37.5 Hours Per Week Our client is a growing technology services business looking to appoint an Accounts Data Analysis Assistant to join their team on an initial 6-month contract due to increased workload. This is a fantastic opportunity for someone who enjoys working with data and Excel but also wants to retain exposure to core finance pro",2026-06-04 03:49:33+00:00
Technical Business Analyst,Keystone Property Finance,"Kings Hill, West Malling","Job Description An exciting opportunity has arisen for a highly motivated individual with exceptional analytical and written communication skills to join our IT team as a Technical Business Analyst. Reporting to the Systems Design Manager, the successful candidate will collaborate with both the operational and technical departments transforming requirements into system solutions that fit the needs of the business. The ideal candidate will have experience in the creation of process analysis, fac",2026-02-05 08:58:28+00:00
Network Management Program Manager/Business Analyst - Senior Associate,JPMorganChase,"Bournemouth, Dorset","Description Become a Program Manager/Business Analyst delivering senior reporting, translating needs into requirements, improving processes, and partnering with tech to test solutions. Network Management is a central function within the Commercial and Investment Bank (CIB) Digital & Platform Services organization responsible for managing the J.P. Morgan Chases Lines of Business (LOBs) relationships with their network of local market participants (e.g. Agent Banks) and market infrastructures.",2026-04-23 19:10:49+00:00
Data Analyst / MI / BI Analyst Contract,Pro Contract Jobs Ltd,UK,"Location: Hybrid Duration: 3 Months Rate: 400 per day IR35: Inside We are looking for a contract Data Analyst or MI or BI Analyst to support business reporting and insight across key stakeholders. This role suits someone who enjoys turning messy or fragmented information into clear dashboards, trusted metrics, and simple stories that help teams make better decisions. You will work closely with operational and delivery teams to understand what they need to measure, translate that into consisten",2026-05-22 02:41:26+00:00
Senior Data Analyst,Nottingham Community Housing Association Ltd,"Bestwood Village, Nottingham","Senior Data Analyst Nottingham 40,620 - 45,726 per annum Are you a Senior Data Analyst who wants your insights to genuinely improve services and customer outcomes? At NCHA, data isnt just reporting, its how we improve performance, shape services, and deliver better homes for our customers. As our next Senior Data Analyst, youll use your expertise in SQL, Power BI and data analytics to drive smarter decisions across the organisation. If youre passionate about turning complex data into mean",2026-05-29 15:55:51+00:00
Senior Data Analyst,Nottingham Community Housing Association,"Nottingham, Nottinghamshire","Senior Data Analyst Nottingham 40,620 - 45,726 per annum Are you a Senior Data Analyst who wants your insights to genuinely improve services and customer outcomes? At NCHA, data isnt just reporting, its how we improve performance, shape services, and deliver better homes for our customers. As our next Senior Data Analyst, youll use your expertise in SQL, Power BI and data analytics to drive smarter decisions across the organisation. If youre passionate about turning complex data into meaningf",2026-05-30 10:50:24+00:00
Data Analyst (Analytics Engineer),LegalAndGeneral,UK,"Job Description Were looking for an Analytics Engineer to join our Data & Analytics team, helping to build scalable, reliable and well-governed data products using modern analytics engineering practices. This role is centred on data modelling, transformation and pipeline development, with a strong focus on dbt-style workflows and cloud data platforms (e.g. Snowflake). Youll play a key role in shaping how data is structured and delivered across the organisation, enabling high-quality, self-ser",2026-06-06 04:23:21+00:00
Data Analyst (Analytics Engineer),LegalAndGeneral,"Cardiff County, Wales","Job Description Were looking for an Analytics Engineer to join our Data & Analytics team, helping to build scalable, reliable and well-governed data products using modern analytics engineering practices. This role is centred on data modelling, transformation and pipeline development, with a strong focus on dbt-style workflows and cloud data platforms (e.g. Snowflake). Youll play a key role in shaping how data is structured and delivered across the organisation, enabling high-quality, self-ser",2026-06-06 04:23:21+00:00
Senior Data Analyst,Nottingham Community Housing Association Ltd,"Clifton, Nottingham","Salary: 40,620 - 45,726 per year Requirements: We are looking for a Senior Data Analyst with strong experience delivering management information, reporting, and analytics. We need advanced SQL skills, along with strong experience using Power BI and Excel. We are looking for experience working with or developing data warehouse technologies. We need strong analytical capability, with confidence working with large datasets to identify trends, insights, and solutions. We are looking for someone wh",2026-06-11 10:32:32+00:00
Senior Data Analyst,Nottingham Community Housing Association Ltd,"Nottingham, Nottinghamshire","Are you a Senior Data Analyst who wants your insights to genuinely improve services and customer outcomes? At NCHA, data isn&rsquo;t just reporting, it&rsquo;s how we improve performance, shape services, and deliver better homes for our customers. As our next Senior Data Analyst, you&rsquo;ll use your expertise in SQL, Power BI and data analytics to drive smarter decisions across the organisation. If you&rsquo;re passionate about turning complex data into meaningful insight and influencing real",2026-05-29 21:27:24+00:00
Data Analyst III,Fanatics Betting & Gaming,"London, UK","About Us Fanatics is building a leading global digital sports platform. We ignite the passions of global sports fans and maximize the presence and reach for our hundreds of sports partners globally by offering products and services across Fanatics Commerce, Fanatics Collectibles, and Fanatics Betting & Gaming, allowing sports fans to Buy, Collect, and Bet. Through the Fanatics platform, sports fans can buy licensed fan gear, jerseys, lifestyle and streetwear products, headwear, and hardgoods; c",2026-06-03 10:37:00+00:00
Senior Data Analyst,Saffery,"London, UK","The role The primary role of the Senior Data Analyst is to assist the firms Data Architect. The role can be based at any of our offices, although travel may be required at times to other Saffery offices as the business required. The postholder will report to the Data Architect. The role will be responsible for analysing requests for improvements in data-related processes, supporting the Data Architect to challenge these requests and propose workable solutions whilst always adhering to the firm",2026-06-12 13:37:43+00:00
Senior Data Analyst,Betway Group,"St Pancras, Central London","On average it takes 5 minutes to apply for this role. Kick-start your career in the online gaming world and experience the very latest in technology and innovation. Do you see yourself as one of those out-of-the-box thinkers, Technical masterminds, Outstanding creatives, or Mind-boggling number crunchers? If so, we want to welcome you to the Betway family and celebrate what makes you unique! Our global customer base is exploding and we need your skills to support us on this exciting jou",2026-05-22 13:24:43+00:00
Business Analyst - Sales Analytics,Janus Henderson Investors,"London, UK","Why work for us? A career at Janus Henderson is more than a job, it's about investing in a brighter future together. Our Mission at Janus Henderson is to help clients define and achieve superior financial outcomes through differentiated insights, disciplined investments, and world-class service. We will do this by protecting and growing our core business, amplifying our strengths and diversifying where we have the right. Our Values are key to driving our success, and are at the heart of everyth",2026-05-28 01:25:23+00:00
Digital Insights Analyst,Mediahuis,"Belfast, Northern Ireland","Job Title: Digital Insights Analyst Department: Advertising Function: Data and Analytics Reporting to: Head of B2B Operations and Performance Location: Belfast Type : Full time; Permanent; Hybrid. Who We Are We are an International Media Group with a commanding presence in Belgium, the Netherlands, Ireland, Germany, and Luxembourg. As a publisher, we believe unconditionally in independent journalism and strong and relevant media that makes a positive contribution to people and society. With mor",2026-05-26 15:02:11+00:00
Customer Insights Analyst,Harnham - Data & Analytics Recruitment,"Darwen, Lancashire","Customer Insights Analyst 50,000 - 55,000 Darwen (3 days a week on-site) This is an exciting opportunity to join a data-led organisation where customer insight is central to driving commercial performance and improving customer experience. THE COMPANY They are a growing, customer-centric organisation operating across a large network of consumer-facing locations. With a strong focus on personalisation and service quality, they use data to continuously improve engagement, retention, and lifetim",2026-06-02 22:15:05+00:00
Senior Insight Analyst,Amtis Professional Ltd,"Oxfordshire, South East England","Senior Insights Analyst Oxfordshire Area Based36,000 - 41,000Permanent role Hybrid Working - 2 days per week onsite We're supporting a well-established organisation that is investing heavily in its data and insights capability following a major transformation. They're looking for a Senior Insights Analyst to help deliver meaningful reporting, campaign analysis and stakeholder insights that supports better decision-making across the business. This is a fantastic opportunity for an experienced ",2026-06-10 15:41:21+00:00
Senior Insight Analyst,Harnham - Data & Analytics Recruitment,"Stockport, Greater Manchester","Senior Insight Analyst Stockport (Hybrid - 2x Days a Week) 40,000 - 50,000 THE COMPANY This is an opportunity to join a well-established, customer-focused business with a strong data culture, following an internal promotion within the analytics team; you'll sit within a high-impact Customer & Commercial Analytics function, working closely with Digital, Marketing, and Contact Centre teams to drive performance through insight! THE ROLE This is a commercially focused analytics role centred aroun",2026-05-19 14:42:08+00:00
